Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Indice_Riesgo,Categoria_Riesgo,Delta_Parcial_Final,Promedio_Continuo,Eficiencia_Estudio
S5158,Sara,Davis,student4158@university.com,Female,19,Cs,64.76,63.78,93.43,61.63,68.92,3.24,59.48,63.16,A,19.2,No,Yes,Bachelor'S,Low,7,6.0,41.93,Medio,29.65,55.61,3.29
S5159,Ali,Brown,student4159@university.com,Male,22,Business,68.06,55.83,99.46,54.74,93.91,0.22,55.71,65.92,D,26.8,No,No,Phd,Low,7,7.9,39.36,Medio,43.63,51.64,2.46
S5160,Omar,Jones,student4160@university.com,Male,20,Mathematics,81.13,73.7,61.42,74.81,68.41,5.71,53.87,74.43,F,5.4,No,Yes,Master'S,Low,2,5.1,29.02,Bajo,-12.28,63.55,13.78
S5161,Sara,Davis,student4161@university.com,Male,23,Engineering,61.54,65.25,57.53,71.29,92.95,2.47,51.24,89.58,C,17.0,No,Yes,Unknown,High,3,6.7,34.83,Medio,-7.72,60.04,5.27
S5162,Ali,Williams,student4162@university.com,Female,21,Cs,96.02,79.1,53.13,50.11,75.21,8.41,55.82,93.61,A,26.8,No,No,High School,High,6,4.8,20.37,Bajo,-25.97,66.31,3.49
S5163,Liam,Williams,student4163@university.com,Male,21,Cs,78.75,69.03,89.43,74.95,60.4,1.43,97.13,81.7,B,9.9,No,Yes,Master'S,Medium,4,8.0,33.45,Medio,20.4,61.7,8.25
S5164,Emma,Brown,student4164@university.com,Male,24,Engineering,96.0,81.83,52.55,80.97,80.64,4.35,54.76,86.08,A,29.0,No,Yes,Unknown,Low,4,4.8,14.02,Bajo,-29.28,64.97,2.97
S5165,John,Johnson,student4165@university.com,Female,18,Business,52.32,91.21,95.45,88.8,64.27,2.53,79.88,63.19,C,23.5,No,Yes,Unknown,Medium,1,7.5,22.58,Bajo,4.24,64.56,2.69
S5166,Liam,Smith,student4166@university.com,Male,22,Cs,67.13,51.73,80.04,97.15,57.36,6.9,96.05,87.05,C,24.1,Yes,No,Bachelor'S,Medium,8,4.8,44.49,Medio,28.31,79.89,3.61
S5167,Maria,Jones,student4167@university.com,Male,18,Business,51.14,59.77,93.83,74.81,54.33,5.49,81.39,80.25,C,21.6,No,No,High School,High,2,8.1,35.59,Medio,34.06,66.36,3.72
S5168,Ali,Davis,student4168@university.com,Male,23,Cs,63.61,66.21,73.24,97.01,62.08,7.91,51.64,61.15,F,16.2,No,Yes,Phd,Medium,6,6.5,40.88,Medio,7.03,72.46,3.77
S5169,Sara,Smith,student4169@university.com,Female,19,Business,93.1,97.72,81.44,51.61,86.83,4.59,79.82,97.51,A,16.5,Yes,Yes,Unknown,Medium,10,6.1,29.85,Bajo,-16.28,66.04,5.91
S5170,Maria,Davis,student4170@university.com,Male,19,Mathematics,51.83,61.92,77.17,85.59,91.9,0.05,95.15,75.64,D,26.0,Yes,Yes,Master'S,Medium,10,5.7,50.28,Medio,15.25,68.28,2.91
S5171,John,Jones,student4171@university.com,Female,19,Engineering,71.81,62.87,89.87,74.81,93.09,2.15,66.13,89.72,B,8.5,No,Yes,Unknown,Medium,1,7.4,31.76,Medio,27.0,63.88,10.56
S5172,Emma,Williams,student4172@university.com,Female,21,Cs,55.88,79.21,90.15,59.38,63.51,9.99,65.68,76.28,D,18.1,No,Yes,Phd,Medium,1,4.4,27.63,Bajo,10.94,72.12,4.21
S5173,Omar,Smith,student4173@university.com,Female,22,Business,70.84,65.15,75.39,90.02,83.05,4.05,62.44,96.65,D,12.7,Yes,Yes,Master'S,Medium,10,8.3,49.31,Medio,10.24,69.0,7.61
S5174,Maria,Brown,student4174@university.com,Male,18,Engineering,91.94,97.07,77.95,70.86,61.52,6.2,75.28,57.06,A,29.6,No,Yes,High School,High,2,7.8,6.12,Bajo,-19.12,67.41,1.93
S5175,Omar,Johnson,student4175@university.com,Male,18,Engineering,81.15,93.67,95.31,95.83,81.14,9.05,61.9,77.31,F,5.1,No,Yes,Bachelor'S,Low,6,5.9,32.06,Medio,1.64,82.34,15.16
S5176,Ali,Brown,student4176@university.com,Male,23,Engineering,86.84,70.8,95.79,52.12,94.36,0.21,86.19,51.26,B,6.6,No,Yes,Master'S,High,4,8.9,31.73,Medio,24.99,58.69,7.77
S5177,John,Johnson,student4177@university.com,Female,19,Cs,67.46,78.69,79.85,90.11,52.04,6.6,82.24,59.87,B,29.2,No,Yes,Unknown,Medium,8,8.2,33.74,Medio,1.16,72.6,2.05
S5178,Sara,Davis,student4178@university.com,Female,22,Business,97.22,43.48,40.47,74.81,99.26,2.88,70.04,64.05,A,18.6,Yes,Yes,Phd,Medium,7,5.4,36.96,Medio,-3.01,68.23,3.44
S5179,John,Smith,student4179@university.com,Male,22,Cs,85.46,81.74,46.26,58.83,91.35,2.79,86.13,73.63,B,8.5,No,Yes,Unknown,High,4,8.4,27.98,Bajo,-35.48,66.05,8.66
S5180,John,Smith,student4180@university.com,Female,23,Mathematics,71.09,82.43,91.48,73.87,88.08,2.25,54.92,91.01,C,16.2,Yes,Yes,High School,High,4,4.5,28.96,Bajo,9.05,59.84,5.62
S5181,Ahmed,Johnson,student4181@university.com,Male,20,Cs,71.32,61.55,45.08,69.78,84.57,8.23,87.48,73.33,A,13.1,No,Yes,Master'S,Medium,5,7.4,38.91,Medio,-16.47,81.03,5.6
S5182,John,Williams,student4182@university.com,Male,22,Business,95.93,53.18,52.81,74.31,88.51,3.73,80.15,78.06,A,27.8,No,Yes,Phd,High,7,4.7,29.9,Bajo,-0.37,70.07,2.81
S5183,John,Jones,student4183@university.com,Male,22,Cs,78.82,94.9,53.83,97.0,99.73,0.67,81.5,96.2,C,22.2,No,Yes,Unknown,Low,10,8.9,32.84,Medio,-41.07,71.23,4.33
S5184,Liam,Brown,student4184@university.com,Male,18,Cs,75.725,65.6,76.01,82.87,88.51,0.97,53.23,87.83,F,8.3,Yes,Yes,Phd,Medium,9,4.2,47.44,Medio,10.41,58.58,10.58
S5185,Maria,Davis,student4185@university.com,Male,23,Cs,75.725,79.22,74.6,64.52,67.58,1.49,80.91,52.51,C,18.4,No,Yes,Unknown,Low,5,5.2,29.42,Bajo,-4.62,56.98,2.85
S5186,Sara,Brown,student4186@university.com,Male,22,Business,61.18,42.0,57.37,58.65,80.7,8.99,74.71,58.82,C,8.4,No,Yes,Bachelor'S,Low,3,6.7,46.23,Medio,15.37,75.99,7.0
S5187,Liam,Brown,student4187@university.com,Male,22,Engineering,86.18,64.84,52.46,71.0,66.85,4.27,74.29,51.91,A,21.6,No,Yes,Bachelor'S,High,9,6.9,37.36,Medio,-12.38,63.71,2.4
S5188,Liam,Davis,student4188@university.com,Female,18,Business,80.39,89.04,85.87,72.58,98.5,9.16,66.09,53.45,B,23.2,No,Yes,Unknown,Low,1,6.6,13.55,Bajo,-3.17,82.19,2.3
S5189,Maria,Davis,student4189@university.com,Male,22,Cs,75.07,63.25,96.13,74.81,95.01,8.17,50.38,66.94,D,19.1,No,Yes,Unknown,Medium,2,7.7,27.42,Bajo,32.88,75.47,3.5
S5190,Maria,Smith,student4190@university.com,Female,18,Engineering,81.2,76.19,43.17,74.81,78.38,8.38,71.13,86.39,C,29.1,No,Yes,Unknown,Low,4,4.0,20.84,Bajo,-33.02,77.03,2.97
S5191,Ali,Brown,student4191@university.com,Female,20,Business,60.41,52.59,47.99,88.38,89.06,2.87,70.05,62.22,F,28.6,Yes,Yes,Unknown,Medium,6,6.8,39.89,Medio,-4.6,69.05,2.18
S5192,Maria,Jones,student4192@university.com,Male,21,Cs,89.7,64.99,78.53,54.92,95.48,2.71,71.14,69.61,A,10.1,No,Yes,High School,Low,3,7.1,28.5,Bajo,13.54,62.16,6.89
S5193,Ahmed,Jones,student4193@university.com,Female,24,Engineering,97.41,95.66,88.27,78.02,62.18,5.6,80.6,69.69,A,5.0,No,No,Bachelor'S,Medium,10,5.0,34.71,Medio,-7.39,69.2,13.94
S5194,Ahmed,Johnson,student4194@university.com,Female,18,Engineering,94.56,73.99,87.47,81.18,78.97,4.18,65.0,79.52,A,21.6,No,Yes,Bachelor'S,Medium,3,7.3,18.35,Bajo,13.48,66.74,3.68
S5195,Liam,Davis,student4195@university.com,Female,18,Cs,66.07,94.12,83.18,60.34,74.09,5.09,63.47,94.65,B,16.9,No,Yes,Unknown,Medium,9,7.3,37.97,Medio,-10.94,62.2,5.6
S5196,Omar,Smith,student4196@university.com,Male,22,Cs,70.3,94.12,93.25,91.3,88.58,0.53,74.89,99.16,D,13.4,No,Yes,Unknown,High,3,6.7,24.9,Bajo,-0.87,65.02,7.4
S5197,Ali,Jones,student4197@university.com,Male,18,Engineering,75.725,96.65,53.04,80.77,68.95,9.72,79.62,80.23,A,27.9,Yes,Yes,Master'S,Low,5,5.3,19.44,Bajo,-43.61,81.64,2.88
S5198,Omar,Williams,student4198@university.com,Male,23,Cs,79.76,93.72,46.44,82.29,85.45,0.58,78.37,75.25,B,29.5,No,Yes,High School,Medium,3,6.1,13.66,Bajo,-47.28,62.98,2.55
S5199,Omar,Smith,student4199@university.com,Male,19,Business,77.4,40.2,76.92,74.89,70.15,1.79,94.08,84.09,F,28.3,No,Yes,Unknown,Medium,1,5.4,26.7,Bajo,36.72,64.26,2.97
S5200,Liam,Smith,student4200@university.com,Male,19,Mathematics,96.33,96.04,89.34,95.48,55.55,6.78,88.46,83.4,B,17.5,Yes,Yes,Unknown,Medium,5,7.8,17.61,Bajo,-6.7,76.82,4.77
S5201,Emma,Jones,student4201@university.com,Female,20,Engineering,75.725,48.25,74.92,84.7,55.36,1.56,52.61,76.2,B,22.6,No,Yes,Bachelor'S,High,5,7.1,36.61,Medio,26.67,52.07,3.37
S5202,Liam,Williams,student4202@university.com,Female,18,Engineering,75.75,42.4,97.78,69.09,55.95,1.07,78.17,86.85,D,9.3,No,Yes,Phd,Medium,3,4.8,40.56,Medio,55.38,53.48,9.34
S5203,Sara,Johnson,student4203@university.com,Male,23,Cs,52.1,43.32,87.73,61.93,51.63,1.54,70.89,74.56,F,28.8,Yes,No,Unknown,High,9,6.8,52.15,Medio,44.41,49.96,2.59
S5204,Sara,Jones,student4204@university.com,Female,22,Business,53.47,60.93,82.05,53.55,76.65,0.62,68.05,99.82,D,12.1,No,No,Unknown,Medium,10,8.5,56.96,Alto,21.12,51.11,8.25
S5205,Maria,Williams,student4205@university.com,Female,22,Cs,50.37,77.25,43.62,58.27,83.6,2.51,97.89,52.45,D,9.8,No,Yes,Unknown,Medium,4,8.2,40.96,Medio,-33.63,66.22,5.35
S5206,Maria,Smith,student4206@university.com,Female,24,Engineering,95.66,64.14,46.46,99.63,56.34,2.71,72.84,72.16,A,6.5,No,Yes,Phd,Low,3,8.5,28.47,Bajo,-17.68,63.98,11.1
S5207,Emma,Williams,student4207@university.com,Female,21,Mathematics,70.42,41.53,87.09,70.34,80.59,4.99,85.97,69.85,F,18.8,Yes,Yes,Master'S,High,5,8.6,42.38,Medio,45.56,71.7,3.72
S5208,Maria,Smith,student4208@university.com,Male,20,Engineering,73.43,68.59,51.89,94.93,79.89,4.39,98.35,88.52,C,28.7,No,Yes,Bachelor'S,Low,7,4.9,32.71,Medio,-16.7,79.27,3.08
S5209,Sara,Jones,student4209@university.com,Male,23,Business,75.725,66.53,41.73,74.81,57.35,4.74,57.55,59.54,F,8.4,No,Yes,Master'S,High,2,7.6,31.56,Medio,-24.8,59.28,7.09
S5210,Omar,Davis,student4210@university.com,Male,23,Engineering,80.46,85.41,94.65,71.27,70.2,6.16,52.73,71.7,A,8.0,No,Yes,High School,Medium,5,7.2,31.1,Medio,9.24,63.95,8.96
S5211,Liam,Jones,student4211@university.com,Female,24,Cs,80.48,56.78,93.45,98.03,87.76,2.31,65.68,84.9,C,11.8,Yes,Yes,Phd,Medium,3,4.2,33.34,Medio,36.67,68.64,7.19
S5212,John,Brown,student4212@university.com,Female,24,Business,64.83,53.05,53.11,54.56,50.84,1.35,52.22,80.16,B,21.6,No,Yes,High School,Low,9,7.9,48.37,Medio,0.06,42.78,3.71
S5213,Ahmed,Brown,student4213@university.com,Male,22,Cs,91.7,55.36,86.81,74.81,57.35,8.79,55.84,77.26,B,18.7,No,Yes,Unknown,Low,8,5.0,37.5,Medio,31.45,68.97,4.13
S5214,John,Brown,student4214@university.com,Male,21,Business,58.29,58.22,42.88,95.96,99.79,6.34,99.59,71.75,F,7.4,No,Yes,Master'S,Low,9,8.6,56.21,Alto,-15.34,89.68,9.7
S5215,John,Jones,student4215@university.com,Female,22,Cs,52.66,75.95,57.1,97.48,86.68,0.61,98.01,87.6,F,16.1,No,Yes,Unknown,High,6,8.2,41.85,Medio,-18.85,72.07,5.44
S5216,Sara,Johnson,student4216@university.com,Male,21,Business,59.58,68.29,77.42,92.3,73.21,9.61,84.56,82.32,C,6.7,Yes,Yes,High School,Low,4,7.8,41.98,Medio,9.13,86.54,12.29
S5217,John,Jones,student4217@university.com,Male,19,Cs,63.39,60.21,85.79,74.81,81.49,6.93,87.65,93.74,D,26.3,No,No,Unknown,Low,9,7.5,44.38,Medio,25.58,78.31,3.56
S5218,Liam,Davis,student4218@university.com,Female,23,Engineering,64.12,62.46,40.62,82.61,92.31,1.52,57.02,86.65,C,7.7,Yes,Yes,Master'S,Low,4,6.4,41.64,Medio,-21.84,61.78,11.25
S5219,Emma,Williams,student4219@university.com,Female,24,Engineering,83.53,62.26,59.57,61.02,92.12,9.69,79.76,57.02,C,16.8,No,No,Phd,High,4,8.0,30.35,Medio,-2.69,82.45,3.39
S5220,Ali,Jones,student4220@university.com,Male,19,Engineering,60.89,98.34,52.86,86.53,66.24,3.65,57.72,80.98,A,17.8,No,Yes,Unknown,Medium,2,8.1,22.51,Bajo,-45.48,61.75,4.55
S5221,Maria,Jones,student4221@university.com,Female,22,Cs,83.83,53.98,99.93,98.92,74.56,9.85,68.92,52.23,F,18.3,No,Yes,Unknown,Low,1,4.5,25.32,Bajo,45.95,85.22,2.85
S5222,Ali,Smith,student4222@university.com,Male,20,Engineering,54.56,89.08,80.26,76.3,81.9,1.03,67.27,69.37,F,20.2,No,Yes,Master'S,Medium,10,5.7,44.08,Medio,-8.82,58.94,3.43
S5223,Omar,Smith,student4223@university.com,Female,18,Cs,57.36,82.49,64.34,74.81,53.59,1.6,80.7,70.6,D,22.5,No,No,Unknown,Low,4,5.6,30.59,Medio,-18.15,56.28,3.14
S5224,Liam,Smith,student4224@university.com,Female,20,Engineering,75.44,40.33,44.54,78.67,97.29,6.57,53.98,92.74,A,5.1,Yes,Yes,High School,Low,6,4.6,50.06,Medio,4.21,73.91,18.18
S5225,Liam,Jones,student4225@university.com,Male,20,Cs,75.725,99.59,75.92,84.53,71.64,0.22,55.17,59.02,F,5.8,No,Yes,Unknown,Medium,4,8.9,27.39,Bajo,-23.67,53.39,10.18
S5226,Ahmed,Johnson,student4226@university.com,Female,18,Engineering,92.98,85.39,78.5,60.41,68.54,0.19,80.5,82.18,A,20.3,No,Yes,Unknown,Low,4,6.9,18.36,Bajo,-6.89,52.84,4.05
S5227,Liam,Williams,student4227@university.com,Male,23,Cs,98.44,80.95,88.98,85.96,95.36,7.92,81.81,59.62,A,9.6,No,Yes,Unknown,Low,2,6.9,18.68,Bajo,8.03,85.58,6.21
S5228,Maria,Williams,student4228@university.com,Female,19,Mathematics,82.52,64.32,57.31,79.37,55.91,1.68,66.99,97.43,F,25.8,Yes,Yes,High School,Low,3,5.9,23.37,Bajo,-7.01,54.77,3.78
S5229,Liam,Davis,student4229@university.com,Male,19,Engineering,83.79,73.31,98.89,80.62,51.96,9.19,57.34,76.47,C,20.7,No,Yes,Master'S,Medium,3,7.8,22.77,Bajo,25.58,70.46,3.69
S5230,John,Johnson,student4230@university.com,Female,23,Cs,81.25,55.2,66.37,65.3,84.25,4.26,94.3,85.41,D,29.5,Yes,Yes,Unknown,High,7,6.4,33.59,Medio,11.17,71.61,2.9
S5231,Ahmed,Johnson,student4231@university.com,Female,18,Engineering,75.725,42.13,57.76,57.76,69.25,8.74,52.65,82.33,D,23.2,No,Yes,Bachelor'S,Medium,4,7.7,35.92,Medio,15.63,66.76,3.55
S5232,Maria,Williams,student4232@university.com,Male,21,Business,57.36,90.16,60.91,81.17,88.22,4.18,85.87,65.18,D,7.3,No,No,Bachelor'S,Low,3,8.4,33.67,Medio,-29.25,74.26,8.93
S5233,Emma,Brown,student4233@university.com,Female,20,Cs,77.19,93.79,71.18,79.31,53.43,5.3,57.0,95.06,A,9.3,No,Yes,Unknown,Medium,5,7.3,29.09,Bajo,-22.61,60.68,10.22
S5234,Emma,Smith,student4234@university.com,Male,22,Engineering,69.3,49.75,96.2,66.9,69.19,3.17,81.87,81.36,C,6.2,No,Yes,Unknown,Low,4,7.1,44.39,Medio,46.45,62.42,13.12
S5235,Emma,Smith,student4235@university.com,Female,19,Engineering,72.13,87.22,84.11,64.79,61.77,6.58,83.18,75.52,A,23.5,No,Yes,High School,Medium,1,7.9,16.84,Bajo,-3.11,68.89,3.21
S5236,Emma,Williams,student4236@university.com,Female,23,Cs,76.18,84.47,74.63,67.36,86.98,3.18,90.21,76.42,C,8.2,Yes,Yes,Unknown,Medium,6,6.5,35.01,Medio,-9.84,69.09,9.32
S5237,John,Johnson,student4237@university.com,Male,22,Business,56.42,50.7,49.77,74.49,61.36,2.23,69.75,94.53,D,21.6,Yes,Yes,Unknown,Medium,5,8.1,43.13,Medio,-0.93,56.98,4.38
S5238,Liam,Davis,student4238@university.com,Female,24,Cs,67.97,65.31,48.96,98.74,72.9,0.81,51.09,52.96,D,18.9,No,Yes,Master'S,Low,7,4.5,40.5,Medio,-16.35,57.71,2.8
S5239,Ali,Brown,student4239@university.com,Female,18,Cs,53.17,65.37,70.13,88.18,90.94,0.58,90.55,69.45,D,20.8,No,Yes,High School,High,8,5.2,46.94,Medio,4.76,68.87,3.34
S5240,Maria,Williams,student4240@university.com,Male,22,Business,98.98,85.6,83.72,92.59,95.77,3.06,72.2,92.08,B,17.7,Yes,Yes,Unknown,Low,3,8.6,15.27,Bajo,-1.88,72.79,5.2
S5241,John,Smith,student4241@university.com,Female,22,Engineering,55.93,90.26,85.06,75.28,86.13,7.36,92.35,51.88,D,5.3,Yes,Yes,Master'S,Low,4,4.9,37.36,Medio,-5.2,81.84,9.79
S5242,Emma,Jones,student4242@university.com,Male,20,Business,62.93,45.69,53.55,76.31,71.46,2.06,88.8,81.96,A,11.3,Yes,Yes,Phd,High,5,6.3,47.51,Medio,7.86,64.29,7.25
S5243,Omar,Johnson,student4243@university.com,Male,18,Engineering,94.56,73.78,46.01,60.22,78.6,2.99,74.92,70.16,A,27.1,No,Yes,Master'S,High,8,6.4,26.78,Bajo,-27.77,60.91,2.59
S5244,Liam,Jones,student4244@university.com,Male,22,Business,74.14,85.7,63.07,74.81,84.48,9.05,99.97,60.23,F,28.2,Yes,Yes,Unknown,Low,10,6.1,34.24,Medio,-22.63,87.44,2.14
S5245,Ali,Davis,student4245@university.com,Female,19,Business,56.78,87.17,95.09,71.08,93.75,6.39,73.1,80.57,C,7.4,No,No,Bachelor'S,Medium,7,8.3,43.61,Medio,7.92,75.46,10.89
S5246,Omar,Williams,student4246@university.com,Female,18,Cs,69.21,48.88,72.72,87.12,94.43,9.2,84.83,91.55,D,28.8,No,Yes,Bachelor'S,Low,7,7.7,40.05,Medio,23.84,89.6,3.18
S5247,Ahmed,Smith,student4247@university.com,Male,19,Business,55.79,71.53,59.21,74.81,96.55,9.11,83.49,73.37,C,21.8,Yes,Yes,Bachelor'S,High,5,8.1,37.0,Medio,-12.32,86.49,3.37
S5248,Omar,Brown,student4248@university.com,Female,23,Engineering,60.01,91.45,59.42,55.43,90.54,0.63,75.9,57.34,F,28.1,No,Yes,Bachelor'S,Medium,4,9.0,24.18,Bajo,-32.03,57.04,2.04
S5249,Ahmed,Jones,student4249@university.com,Male,23,Cs,52.6,59.11,47.93,58.65,57.34,9.55,79.27,65.31,D,15.0,No,Yes,Unknown,Medium,1,8.9,36.36,Medio,-11.18,72.69,4.35
S5250,Ahmed,Brown,student4250@university.com,Female,24,Engineering,71.91,65.51,68.39,90.58,87.38,0.51,89.93,99.07,F,7.5,No,Yes,Unknown,Low,6,8.5,42.54,Medio,2.88,68.25,13.21
S5251,Emma,Davis,student4251@university.com,Male,21,Cs,90.33,88.26,87.48,74.81,90.73,9.26,78.58,55.55,A,12.6,No,Yes,Master'S,Medium,9,6.8,33.38,Medio,-0.78,84.18,4.41
S5252,Ahmed,Smith,student4252@university.com,Male,23,Business,79.3,45.36,98.11,63.22,93.89,5.47,72.51,58.04,C,22.2,No,Yes,High School,Medium,2,5.5,29.76,Bajo,52.75,71.08,2.61
S5253,Sara,Jones,student4253@university.com,Female,22,Engineering,80.32,91.57,70.1,96.47,96.24,5.33,83.1,99.51,F,24.9,No,Yes,High School,Low,1,7.6,11.97,Bajo,-21.47,82.28,4.0
S5254,Maria,Davis,student4254@university.com,Male,18,Mathematics,60.03,58.67,50.03,82.88,75.46,7.13,51.78,94.11,D,6.3,Yes,No,Unknown,High,10,8.7,58.24,Alto,-8.64,70.35,14.94
S5255,Maria,Brown,student4255@university.com,Male,23,Cs,67.19,40.09,80.98,55.72,82.75,8.79,55.46,85.36,B,17.2,No,Yes,High School,Low,5,9.0,44.75,Medio,40.89,70.46,4.96
S5256,Emma,Brown,student4256@university.com,Female,19,Engineering,92.26,54.05,85.41,57.18,50.48,6.17,56.27,57.55,A,6.6,No,Yes,Phd,High,4,7.1,34.86,Medio,31.36,56.41,8.72
S5257,Sara,Jones,student4257@university.com,Male,22,Cs,54.39,45.37,44.3,63.62,78.64,4.25,71.29,62.03,F,26.6,No,Yes,Unknown,Medium,4,7.5,40.72,Medio,-1.07,64.01,2.33
S5258,Omar,Smith,student4258@university.com,Male,23,Engineering,75.725,45.54,91.01,79.7,73.66,1.12,93.59,59.01,D,16.9,Yes,Yes,Bachelor'S,High,1,5.4,31.38,Medio,45.47,64.54,3.49
S5259,John,Brown,student4259@university.com,Female,20,Business,74.18,81.57,89.76,74.81,98.12,7.89,82.16,81.55,D,27.9,No,Yes,Unknown,Medium,1,5.0,15.62,Bajo,8.19,83.5,2.92
S5260,Omar,Williams,student4260@university.com,Male,19,Business,91.86,52.84,68.35,63.72,95.09,1.28,98.63,69.94,B,7.0,No,Yes,Master'S,Medium,1,7.2,28.5,Bajo,15.51,67.56,9.99
S5261,Liam,Davis,student4261@university.com,Male,24,Business,65.9,96.08,73.63,93.53,89.88,7.26,52.0,52.39,D,13.3,No,Yes,Master'S,Low,8,5.1,37.02,Medio,-22.45,77.0,3.94
S5262,John,Jones,student4262@university.com,Male,24,Business,66.94,70.99,82.8,55.46,52.85,5.28,86.1,64.56,F,21.9,Yes,Yes,Master'S,Medium,1,6.0,24.32,Bajo,11.81,61.8,2.95
S5263,Ahmed,Johnson,student4263@university.com,Male,24,Cs,87.58,67.61,80.6,60.38,70.1,3.86,65.71,93.03,A,12.3,No,Yes,Bachelor'S,Low,5,6.5,31.8,Medio,12.99,58.7,7.56
S5264,Ali,Johnson,student4264@university.com,Male,19,Cs,89.25,66.06,40.99,98.52,84.8,6.13,51.16,89.8,A,26.0,No,Yes,Unknown,Low,10,8.7,35.94,Medio,-25.07,73.94,3.45
S5265,John,Smith,student4265@university.com,Male,24,Engineering,61.48,81.56,47.35,56.74,51.48,7.72,91.3,82.15,C,29.7,Yes,Yes,High School,Low,6,8.9,30.28,Medio,-34.21,69.18,2.77
S5266,Ali,Williams,student4266@university.com,Male,21,Engineering,98.64,67.14,49.76,94.41,61.79,9.41,58.13,54.28,A,12.0,No,Yes,High School,Medium,7,5.2,32.67,Medio,-17.38,77.11,4.52
S5267,Maria,Brown,student4267@university.com,Male,20,Cs,54.22,47.72,85.34,85.2,94.38,2.65,60.7,94.14,C,14.0,No,Yes,Bachelor'S,Medium,5,4.7,48.6,Medio,37.62,66.69,6.72
S5268,Ali,Johnson,student4268@university.com,Female,21,Engineering,53.43,92.81,66.41,53.65,56.49,9.47,67.02,76.73,D,29.2,No,Yes,Phd,Low,9,5.1,36.63,Medio,-26.4,67.96,2.63
S5269,Maria,Smith,student4269@university.com,Male,23,Engineering,79.78,65.7,72.73,74.19,52.57,9.61,89.42,74.73,B,14.0,Yes,No,Unknown,Low,1,6.6,25.37,Bajo,7.03,78.07,5.34
S5270,Sara,Davis,student4270@university.com,Male,20,Cs,75.725,44.44,86.36,75.95,79.03,8.14,81.23,96.7,D,18.9,No,Yes,Phd,Medium,7,7.9,44.05,Medio,41.92,79.4,5.12
S5271,Sara,Williams,student4271@university.com,Female,19,Business,98.04,71.76,60.46,96.61,97.32,8.81,63.24,50.44,A,24.2,No,Yes,High School,Low,6,6.6,23.17,Bajo,-11.3,86.32,2.08
S5272,Emma,Williams,student4272@university.com,Male,21,Engineering,70.25,78.84,84.93,74.81,91.73,6.92,58.42,77.79,C,16.0,Yes,Yes,Bachelor'S,Medium,9,8.7,41.54,Medio,6.09,73.54,4.86
S5273,Emma,Smith,student4273@university.com,Male,22,Cs,51.26,56.53,66.54,72.34,98.74,0.39,55.48,89.56,C,14.3,No,Yes,Phd,Low,6,7.2,49.06,Medio,10.01,57.61,6.26
S5274,Ahmed,Smith,student4274@university.com,Male,20,Cs,75.725,88.02,62.63,55.62,87.68,5.75,57.49,53.18,A,17.4,No,Yes,Unknown,Low,2,6.4,20.61,Bajo,-25.39,64.57,3.06
S5275,John,Brown,student4275@university.com,Male,19,Business,64.48,80.19,59.98,81.96,71.87,7.47,93.41,67.86,D,24.5,No,No,Unknown,Low,9,7.9,38.9,Medio,-20.21,80.48,2.77
S5276,Ahmed,Smith,student4276@university.com,Male,18,Mathematics,71.65,79.02,97.9,60.54,97.33,9.42,96.13,98.87,B,12.8,Yes,Yes,Master'S,Low,4,8.8,31.48,Medio,18.88,87.05,7.72
S5277,Maria,Brown,student4277@university.com,Male,20,Engineering,75.725,65.25,86.32,53.88,71.33,5.7,98.4,60.59,A,13.8,Yes,Yes,Unknown,Low,9,5.7,44.8,Medio,21.07,70.15,4.39
S5278,Ahmed,Brown,student4278@university.com,Female,20,Cs,75.725,97.71,41.21,99.85,67.5,7.94,91.74,76.56,C,9.7,No,Yes,Unknown,High,3,5.4,23.78,Bajo,-56.5,84.62,7.89
S5279,Ali,Jones,student4279@university.com,Female,23,Mathematics,74.3,56.45,97.44,63.48,72.41,7.05,94.37,87.3,C,22.5,No,Yes,Unknown,Medium,3,5.1,30.25,Medio,40.99,75.19,3.88
S5280,Maria,Williams,student4280@university.com,Female,22,Engineering,71.32,74.66,86.53,74.81,90.7,2.81,90.81,69.52,A,27.5,No,Yes,Bachelor'S,Low,5,6.7,27.78,Bajo,11.87,71.1,2.53
S5281,Emma,Davis,student4281@university.com,Female,23,Business,85.63,58.54,48.95,74.81,95.88,1.55,97.9,70.39,A,9.6,No,Yes,High School,Medium,8,6.3,43.22,Medio,-9.59,71.02,7.33
S5282,Sara,Williams,student4282@university.com,Female,24,Business,75.725,84.69,44.58,91.08,67.88,7.51,92.28,53.16,B,5.9,No,Yes,Master'S,Low,9,5.2,42.92,Medio,-40.11,81.58,9.01
S5283,Emma,Williams,student4283@university.com,Male,20,Cs,59.26,42.87,58.49,53.2,73.11,2.34,73.1,59.5,C,14.5,Yes,Yes,Master'S,Medium,4,7.6,45.81,Medio,15.62,55.7,4.1
